"x","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39"
0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,1.86175,1.86175,1.86175,5.0,9.73784e-10,1.86175,1.86175,1.86175,5.0,5.0,1.86175,1.86175,1.86175,7.10441e-10,5.0,5.0,1.34824,7.10441e-10,5.0,0.368163,5.0,7.10441e-10,1.8179e-09,1.10294,5.0,5.0,7.24585e-12,5.0,5.0,4.49849,5.0
1e-10,5.0,1.0,5.0,0.0,0.0,5.0,5.16904,5.03758,1.99708,1.99308,1.73419,5.16975,0.0189926,2.00147,2.00199,1.73073,5.16963,5.0333,1.99994,1.99724,1.73273,0.00107105,5.00284,5.01099,1.35838,0.000309731,4.99984,0.361756,4.99899,5.70385e-05,-5.28841e-06,1.10297,5.00012,5.00207,2.21843e-05,5.01426,5.01732,4.53282,5.01048
2e-10,5.0,2.0,5.0,0.0,0.0,5.0,4.84159,5.04711,2.07867,2.16619,1.42874,4.78685,0.0926769,1.85141,2.08919,1.50572,4.84136,5.02472,2.0833,2.17266,1.42016,0.000637109,5.01266,5.00866,1.36465,-0.000308186,4.99796,0.327463,4.99654,0.000226143,-1.44913e-05,1.10291,5.00023,5.00813,3.20014e-05,5.02852,5.03181,4.58329,5.01221
3e-10,5.0,3.0,5.0,0.0,0.0,5.0,3.34542,4.96911,2.01211,2.46661,1.04055,2.94241,0.206309,1.0654,1.84314,1.89001,3.33754,4.92559,2.01627,2.48439,1.02483,-0.00236346,5.01895,4.97845,1.34675,-0.001694,4.99478,0.269513,4.99327,0.000131916,-3.62932e-05,1.10277,5.0003,5.01486,1.25076e-05,5.01923,5.05944,4.66625,4.98887
4e-10,5.0,4.0,5.0,0.0,0.0,5.0,0.317102,4.20882,2.43309,3.09359,0.943004,0.126698,0.111533,0.275481,1.08254,3.39004,0.316206,4.18383,2.42503,3.15933,0.944013,-0.018079,4.98936,4.92369,1.29167,-0.00360784,4.9889,0.149476,4.9863,-0.000887764,-9.75719e-05,1.10259,4.99972,5.00156,-2.44947e-05,4.77685,5.12686,4.83345,4.76261
5e-10,5.0,5.0,5.0,0.0,0.0,5.0,0.103304,3.96295,3.27194,3.76864,0.268275,0.0487004,0.0953491,0.205547,0.214737,4.36034,0.103113,3.93923,3.25769,3.85231,0.274107,-0.0120077,4.99575,4.9273,1.23161,8.40909e-05,4.98738,0.0805716,4.98954,-8.01837e-05,0.000141781,1.10294,4.99988,5.0018,1.8425e-05,4.56471,5.20725,4.97823,4.54943
6e-10,5.0,5.0,5.0,0.0,0.0,5.0,0.0275721,4.01117,3.63896,4.31299,0.0826455,-0.00422591,0.0426966,0.0712627,0.0377351,4.79012,0.0273341,3.9961,3.62134,4.38091,0.0823742,-0.00217059,4.99217,4.97413,1.2201,0.00203175,4.98896,0.0501146,4.99212,-3.49653e-05,3.73396e-05,1.10313,4.99984,4.99861,5.50546e-06,4.52338,5.28103,5.0207,4.51564
7e-10,5.0,5.0,5.0,0.0,0.0,5.0,0.0221534,4.15521,3.90426,4.65564,0.0388346,-0.00130689,0.0214177,0.0313387,0.00952455,4.93798,0.0221102,4.14293,3.88827,4.69033,0.0379366,0.00266679,4.99545,4.9929,1.2185,0.0012896,4.99087,0.03403,4.99378,9.40039e-05,-1.65603e-05,1.10306,4.99991,4.99844,3.53025e-05,4.56813,5.31254,5.01816,4.56249
8e-10,5.0,5.0,5.0,0.0,0.0,5.0,0.017689,4.2967,4.11074,4.83425,0.0214104,-0.000486756,0.0117943,0.0151431,0.00232763,4.98305,0.0177008,4.28591,4.09688,4.85034,0.020816,0.00403383,4.99775,4.99826,1.2181,0.000596548,4.99262,0.0230886,4.9951,0.000118663,-1.5271e-05,1.10299,4.99996,4.99888,-1.07551e-05,4.63122,5.32901,5.01116,4.62621
9e-10,5.0,5.0,5.0,0.0,0.0,5.0,0.0142639,4.42274,4.27932,4.92153,0.0135431,-0.000195875,0.00741442,0.00864531,0.000563614,4.99539,0.0143758,4.41336,4.26773,4.92851,0.0132952,0.00403836,4.99894,4.99958,1.21798,0.000277191,4.99419,0.0160474,4.99624,0.000108025,-6.73884e-06,1.10296,4.99999,4.9993,-3.94383e-06,4.693,5.33709,5.00595,4.68843
1e-09,5.0,5.0,5.0,0.0,0.0,5.0,0.0113974,4.5295,4.41496,4.96157,0.00961322,-0.000108988,0.00528816,0.00593861,0.000263477,4.9979,0.0115203,4.52157,4.40529,4.96453,0.00955525,0.00356705,4.99946,4.99978,1.21793,0.000161134,4.99552,0.0116071,4.99715,8.6059e-05,4.40157e-06,1.10295,5.00008,4.99956,-2.27848e-06,4.74776,5.3408,5.00296,4.74374
1.1e-09,5.0,5.0,5.0,0.0,0.0,5.0,0.00918238,4.6176,4.52543,4.98063,0.00712846,-6.66736e-05,0.00398417,0.00438111,0.000148642,4.99904,0.00929231,4.61101,4.51734,4.98188,0.00717008,0.00303303,4.99968,5.00005,1.21788,0.000120439,4.99659,0.00870013,4.99786,6.33268e-05,-4.85345e-06,1.10295,5.00009,4.99971,-9.04789e-05,4.79385,5.34257,5.00148,4.79044
1.2e-09,5.0,5.0,5.0,0.0,0.0,5.0,0.00742541,4.69014,4.61491,4.98649,0.00588262,-7.26005e-05,0.0032967,0.0037479,0.000285086,4.99772,0.00752716,4.68472,4.60827,4.98736,0.00592286,0.00244716,4.99975,4.99968,1.21785,8.4915e-05,4.99743,0.00679614,4.99839,4.99295e-05,-1.02964e-05,1.10294,4.99986,4.99979,7.44215e-05,4.83258,5.34311,5.00073,4.82972
1.3e-09,5.0,5.0,5.0,0.0,0.0,5.0,0.00616602,4.74831,4.68862,4.99039,0.00432397,-5.63608e-05,0.00266499,0.00305857,0.000242592,4.9983,0.00625439,4.7439,4.68313,4.991,0.00437379,0.00198586,4.99977,4.99959,1.21782,9.49929e-05,4.99807,0.00542384,4.99879,3.16843e-05,2.03126e-05,1.10294,5.00003,4.99983,-2.7662e-05,4.86358,5.34347,5.00062,4.86127
1.4e-09,5.0,5.0,5.0,0.0,0.0,5.0,0.00481195,4.7966,4.7479,4.9945,0.00377774,-3.81859e-05,0.00206647,0.00221221,7.34699e-05,4.99935,0.00489872,4.79294,4.74346,4.99482,0.00383557,0.0016855,4.99986,5.00014,1.21779,6.18812e-05,4.99855,0.00432512,4.99909,3.60692e-05,-1.89457e-05,1.10294,5.00007,4.99987,0.000200038,4.88918,5.34386,5.00033,4.88724
1.5e-09,5.0,5.0,5.0,0.0,0.0,5.0,0.00397049,4.83537,4.79666,4.9972,0.00270134,-2.123e-05,0.00158788,0.0017081,-1.53467e-05,4.99975,0.00403656,4.83239,4.79302,4.9973,0.00273694,0.00136497,4.9999,4.99979,1.21776,1.65433e-05,4.9989,0.00340653,4.99931,2.07572e-05,-8.75564e-06,1.10294,4.99995,4.99989,-2.11998e-05,4.91021,5.34411,5.0003,4.90862
1.6e-09,5.0,4.0,5.0,0.0,0.0,5.0,-0.0659889,4.80526,4.72895,4.96206,-0.00393731,-0.0646846,-0.0371391,-0.0896128,-0.0161874,4.98837,-0.0657317,4.80697,4.72815,4.96422,-0.0037467,-3.96022e-05,4.99528,4.99914,1.21655,1.89682e-05,4.99894,-0.00129719,4.99922,-8.6375e-05,7.67422e-06,1.10294,4.9999,4.99671,-2.09011e-05,4.90553,5.3406,4.99864,4.90791
1.7e-09,5.0,3.0,5.0,0.0,0.0,5.0,-0.025671,4.787,4.68886,4.89882,-0.00542187,-0.0184474,-0.0439528,-0.109079,-0.0157876,4.99456,-0.0256467,4.78808,4.68959,4.89989,-0.0054191,-0.000367409,4.99808,4.99982,1.21656,3.97578e-05,4.99908,-0.00399429,4.99933,3.44583e-05,4.71103e-06,1.10294,4.99997,4.9974,2.37098e-05,4.89733,5.33484,4.99661,4.89858
1.8e-09,5.0,2.0,5.0,0.0,0.0,5.0,0.165495,4.79295,4.70354,4.83865,-0.00126596,0.182248,-0.0408653,-0.121356,-0.0141194,4.99728,0.165394,4.79322,4.70421,4.83907,-0.00131454,-3.77079e-05,5.00039,5.00023,1.21669,4.95446e-05,4.99935,-0.00318719,4.99971,8.07397e-05,1.29798e-05,1.10294,5.00013,4.99864,2.18751e-05,4.89554,5.32942,4.99652,4.89589
1.9e-09,5.0,1.0,5.0,0.0,0.0,5.0,0.986891,4.88588,4.81353,4.83202,0.0113777,1.06731,-0.0188706,-0.0542001,0.0132576,5.01838,0.985963,4.8838,4.81316,4.83151,0.0112179,0.00194085,5.00392,5.00295,1.21871,0.000225325,5.00001,0.00443085,5.00064,0.000196296,6.13469e-06,1.10296,5.00014,5.00131,-2.28422e-05,4.91953,5.32904,4.99928,4.91767
2e-09,5.0,0.0,5.0,0.0,0.0,5.0,3.05229,5.08978,5.01568,4.91016,0.0134522,3.10988,0.0150241,0.175821,0.0903272,5.04568,3.05067,5.08529,5.01375,4.90868,0.0133918,0.00506964,5.00512,5.00664,1.22421,0.000214579,5.0007,0.0150156,5.00084,0.000115615,-1.14363e-05,1.10296,5.00013,5.00377,-6.23659e-05,5.00757,5.33644,5.00361,5.00405
2.1e-09,5.0,0.0,4.0,1.0,1.0,4.0,4.55511,5.15615,5.14184,5.04479,0.00477056,4.46133,0.0126852,0.177442,0.109938,5.00759,4.55799,5.21863,5.14493,5.04854,0.00519747,-0.0400214,4.99985,4.99854,1.22247,-0.00230134,5.00132,0.0334147,5.00123,-7.12768e-05,-0.0394563,1.00547,4.99701,5.0021,3.58241e-05,5.07101,5.34869,5.12573,5.16956
2.2e-09,5.0,0.0,3.0,2.0,2.0,3.0,4.91611,5.10778,5.10482,5.06078,-0.00211067,4.84133,0.00209817,0.0814591,0.0535295,4.98112,4.89728,4.88852,5.10305,5.06104,-0.00260113,-0.0402572,4.99863,4.99647,1.21858,-0.000451102,5.00032,0.0132288,4.99865,-0.000129812,-0.0477298,0.998599,4.99763,5.00039,1.76386e-05,5.06318,5.35001,5.17251,5.12391
2.3e-09,5.0,0.0,2.0,3.0,3.0,2.0,4.98192,5.07718,5.07362,5.04827,-0.00229253,4.95113,-0.000239206,0.0333042,0.0224216,4.98479,4.92464,3.90198,5.0699,5.04571,-0.00252847,0.0524434,4.99942,5.00438,1.2228,0.00997237,4.99976,-0.0189751,4.99853,-4.18679e-05,-0.0622012,1.5201,4.99742,4.99993,-4.28311e-05,5.05241,5.34882,5.22612,4.7557
2.4e-09,5.0,0.0,1.0,4.0,4.0,1.0,4.99428,5.06652,5.05143,5.03474,-0.00173355,4.98364,-5.31488e-05,0.0134909,0.00940945,4.99197,4.8882,2.14586,5.04484,5.03219,-0.00181292,0.286234,4.99992,5.01722,1.23803,0.0341443,5.00134,-0.0508377,4.99983,7.94364e-05,-0.0519225,2.49297,4.99998,5.00004,0.000355626,5.05535,5.34758,5.33479,3.87953
2.5e-09,5.0,0.0,8.88178e-16,5.0,5.0,8.88178e-16,4.99833,5.08225,5.03638,5.0246,-0.00122404,4.99455,0.000876324,0.00625777,0.00466825,4.99641,4.90592,0.383977,5.03751,5.03025,0.000183398,0.803011,5.00017,5.03681,1.27737,0.0449314,5.00339,-0.0252174,5.00457,0.000182034,0.262499,3.31258,5.02836,5.0009,0.00156903,5.08042,5.34672,5.44503,3.01124
2.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99095,4.9744,5.02323,5.01639,-0.00113426,4.99694,-0.00451221,0.00100092,-0.000649972,4.99747,4.97315,0.101103,5.03348,5.02273,-0.000667607,1.44795,4.99897,5.04766,1.10647,0.0424411,5.00315,-0.0142489,5.00242,-5.41226e-05,0.943611,3.73162,5.07262,5.00109,0.00100999,5.07251,5.34599,5.44432,2.48482
2.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.97295,4.52977,5.01465,5.00996,-0.000744931,4.99727,-0.0165223,-0.00552776,-0.00654752,4.99775,4.99241,0.0525711,5.02504,5.01707,-0.000750747,2.02473,4.99803,5.04799,0.395248,0.0341996,5.00157,-0.00675908,5.00105,-0.000451819,1.67052,3.84757,4.96856,4.99636,-0.0085304,4.90973,5.34496,5.44379,2.20424
2.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.95493,3.77452,5.00853,5.00569,-0.000520112,4.9994,-0.0284127,-0.00411139,-0.00333248,5.00043,4.99694,0.0318287,5.01799,5.0123,-0.000594314,2.54768,4.99784,5.04867,0.0600669,0.0315315,5.00091,-0.0038653,5.00062,-0.000713937,2.31017,3.92505,4.57267,4.98617,-0.02067,4.56136,5.34364,5.44334,2.03812
2.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.93428,2.69426,5.00383,5.00239,-0.000410048,4.99975,-0.0427584,-0.00150395,-0.00103671,5.0007,4.99845,0.020895,5.01271,5.0087,-0.000433904,3.02748,4.99739,5.04873,0.027687,0.0308892,5.00058,-0.00243423,5.00042,-0.00129863,2.84028,4.02965,3.85637,4.96778,-0.0389485,3.98637,5.34165,5.443,1.92679
3e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.90723,1.15294,4.99985,5.00043,-0.000220439,5.0001,-0.0502453,-0.000564784,-0.000508276,5.00035,4.99905,0.0146908,5.00895,5.00611,-0.000308985,3.4415,4.99883,5.04685,0.0192374,0.0291614,5.00012,-0.00168891,4.99971,-0.00262186,3.28467,4.16599,2.79544,4.92047,-0.0651568,3.237,5.33712,5.44276,1.84956
3.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.94799,0.245509,5.00454,5.00296,0.000508104,5.00132,-0.0257366,3.48169e-05,-5.8896e-05,5.00023,4.99939,0.010831,5.00628,5.00429,-0.000217858,3.78287,5.00365,5.04413,0.015425,0.024365,4.99944,-0.00120901,4.9994,-0.00213417,3.61582,4.30294,1.45942,4.89528,-0.128475,2.67216,5.33502,5.44258,1.79256
3.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.98584,0.0981544,5.00652,5.00437,5.15856e-05,5.00089,-0.00903938,-0.000287014,-0.00043938,4.99976,4.99959,0.00830272,5.0044,5.00301,-0.000152926,4.09667,5.00298,5.0367,0.0130881,0.0190282,4.99886,-0.000900426,4.9992,-0.00133767,3.85887,4.41541,0.408016,4.91112,-0.314362,2.33678,5.3366,5.44246,1.74907
3.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99566,0.0567527,5.00546,5.00382,-0.000112593,5.00039,-0.00376456,-0.000538515,-0.000544704,5.00002,4.99971,0.00656377,5.00309,5.00211,-0.000107454,4.35152,5.00133,5.02505,0.00977445,0.0188976,4.9994,-0.000685575,4.9996,0.000775698,4.13011,4.52886,0.084885,4.9559,-0.406837,2.13529,5.34067,5.44238,1.71487
3.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99813,0.0367487,5.00411,5.00287,-0.000118917,5.00019,-0.00233385,-0.000456537,-0.00044444,5.00007,4.9998,0.00532066,5.00216,5.00148,-7.54076e-05,4.53987,5.00048,5.01726,0.00696598,0.017238,4.99934,-0.000557595,4.99955,0.000969902,4.36511,4.64414,0.0271375,4.98286,-0.421558,2.00544,5.34306,5.44232,1.68724
3.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99907,0.0252578,5.003,5.00208,-9.57394e-05,5.00011,-0.00169922,-0.000325677,-0.000307093,5.0002,4.99986,0.00440078,5.00151,5.00103,-5.2675e-05,4.67614,5.00019,5.01183,0.00491122,0.0138526,4.99899,-0.000457268,4.99932,0.000549281,4.54063,4.73865,0.0119294,4.99369,-0.421277,1.91429,5.34398,5.44228,1.6644
3.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99947,0.0180599,5.00214,5.00148,-7.15727e-05,5.00006,-0.00130397,-0.000275468,-0.00024517,4.99993,4.9999,0.00369956,5.00105,5.00072,-3.66299e-05,4.77407,5.00008,5.00806,0.00341952,0.0105645,4.99876,-0.000377427,4.99918,0.000280946,4.67013,4.81065,0.00707546,4.99812,-0.418176,1.84638,5.34434,5.44225,1.64513
3.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99965,0.0133837,5.00151,5.00104,-5.11847e-05,5.00005,-0.00102542,-0.000166452,-0.000154538,5.00003,4.99993,0.00315713,5.00073,5.0005,-2.54341e-05,4.84319,5.00005,5.00549,0.00237078,0.00778548,4.99868,-0.000315269,4.99915,0.000140321,4.76408,4.86391,0.0051087,4.99951,-0.414481,1.79461,5.34442,5.44223,1.6287
3.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99976,0.0101497,5.00106,5.00073,-3.58275e-05,5.00004,-0.000811435,-8.27481e-05,-8.78602e-05,5.00021,4.99995,0.00272614,5.00051,5.00035,-1.75095e-05,4.89227,5.00004,5.00371,0.00162339,0.00561753,4.99872,-0.000266613,4.99919,8.6919e-05,4.83263,4.90315,0.00373035,4.99994,-0.410845,1.75338,5.34443,5.44221,1.61446
3.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99984,0.0078616,5.00073,5.0005,-2.47166e-05,5.00001,-0.000648115,-8.28704e-05,-7.10461e-05,5.00006,4.99996,0.00237965,5.00034,5.00024,-1.18848e-05,4.92702,5.00003,5.00246,0.00109178,0.0039871,4.99883,-0.000228397,4.99927,7.22446e-05,4.8825,4.93188,0.00264737,5.00014,-0.407348,1.71958,5.34443,5.4422,1.60197
4e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99989,0.00620186,5.0005,5.00034,-1.68866e-05,4.99992,-0.000529266,-7.47644e-05,-6.06485e-05,4.99993,4.99997,0.00209659,5.00023,5.00016,-7.97289e-06,4.95119,5.00002,5.00162,0.000726647,0.00279554,4.99898,-0.000198283,4.99937,6.5631e-05,4.91837,4.95258,0.00186477,5.00008,-0.403971,1.69175,5.34441,5.44219,1.59095
4.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99992,0.00499056,5.00034,5.00023,-1.14082e-05,4.99992,-0.00043795,-4.60552e-05,-3.91039e-05,4.99992,4.99998,0.00186339,5.00015,5.00011,-5.30239e-06,4.96764,5.00002,5.00105,0.000478886,0.00194075,4.99914,-0.000174248,4.99948,6.45263e-05,4.94373,4.96726,0.00130379,4.99994,-0.400716,1.6686,5.34439,5.44219,1.58117
4.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99994,0.0041027,5.00023,5.00016,-7.66646e-06,5.00002,-0.00036574,-2.61481e-06,-8.45988e-06,5.00002,4.99998,0.00167014,5.0001,5.00007,-3.53615e-06,4.97846,5.00001,5.00069,0.00031568,0.0013468,4.9993,-0.000154886,4.99957,6.63087e-05,4.96117,4.97738,0.000915857,4.99984,-0.397582,1.64918,5.34437,5.44218,1.57245
4.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99996,0.00344223,5.00015,5.00011,-5.12139e-06,5.00013,-0.00030716,2.26359e-05,9.43442e-06,5.00013,4.99999,0.0015081,5.00007,5.00005,-2.38504e-06,4.98557,5.00001,5.00045,0.000207902,0.000934775,4.99944,-0.00013892,4.99966,7.17391e-05,4.97318,4.98436,0.000653121,4.99989,-0.394563,1.63258,5.34437,5.44218,1.5646
4.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.00295808,5.0001,5.00008,-3.63426e-06,5.00017,-0.00026221,2.53852e-05,1.28351e-05,5.00017,4.99999,0.00137172,5.00003,5.00003,-2.40158e-06,4.98982,5.00001,5.00031,0.000143494,0.000664723,4.99956,-0.000125864,4.99974,7.59042e-05,4.98093,4.98888,0.000483893,4.99998,-0.391658,1.61836,5.34438,5.44218,1.55752
4.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00002,0.00260089,5.00005,5.00007,-3.01815e-06,5.00009,-0.000229662,-1.39853e-06,-2.16734e-06,5.00009,4.99999,0.00125607,4.99998,5.00001,-3.84485e-06,4.99209,5.00001,5.00024,0.000109768,0.000498911,4.99967,-0.000115189,4.9998,7.59172e-05,4.98562,4.99162,0.000380852,5.00004,-0.388866,1.60607,5.34438,5.44218,1.55109
4.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00006,0.00229887,5.0,5.00007,-2.64862e-06,4.99992,-0.000205112,-4.23456e-05,-2.6142e-05,4.99992,4.99999,0.00115393,4.99993,4.99999,-5.29435e-06,4.99371,5.00001,5.00019,8.62987e-05,0.000377384,4.99976,-0.000105841,4.99985,7.03353e-05,4.98906,4.99363,0.000302362,5.00004,-0.386178,1.59506,5.34438,5.44217,1.54516
4.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00002,0.00200817,5.00001,5.00004,-1.4947e-06,4.99991,-0.000181038,-4.0907e-05,-2.54768e-05,4.99991,4.99999,0.00106076,4.99993,4.99998,-2.57099e-06,4.99569,5.0,5.00012,5.69775e-05,0.000254183,4.99982,-9.66611e-05,4.99989,6.33558e-05,4.99267,4.99573,0.000219498,5.00006,-0.383585,1.58483,5.34438,5.44217,1.53958
4.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99996,0.00176397,5.00005,5.0,-1.91403e-07,4.99994,-0.000162045,-2.8501e-05,-1.88997e-05,4.99993,5.0,0.000980166,4.99995,4.99998,1.95189e-06,4.99727,5.0,5.00007,3.36547e-05,0.000163421,4.99986,-8.84262e-05,4.99992,5.31136e-05,4.99539,4.99731,0.000154435,5.00005,-0.381094,1.57575,5.34438,5.44217,1.53444
4.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99994,0.00160116,5.00005,4.99998,-2.5763e-08,4.99996,-0.000148988,-1.5945e-05,-1.17906e-05,4.99996,5.00001,0.000918015,4.99999,4.99998,3.55083e-06,4.99802,4.99999,5.00004,2.30356e-05,0.000120773,4.9999,-8.23872e-05,4.99993,4.64278e-05,4.99666,4.99804,0.000121928,5.00001,-0.378789,1.56847,5.34437,5.44217,1.53008
5e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99999,0.00147381,5.00003,4.99998,-7.73699e-07,4.99998,-0.000137633,-9.01122e-06,-7.3808e-06,4.99998,5.00003,0.000862837,5.00001,4.99998,2.06179e-06,4.99834,4.99997,5.00001,1.86108e-05,9.65058e-05,4.99993,-7.74668e-05,4.99994,4.40594e-05,4.99731,4.99843,0.000104026,4.99997,-0.376569,1.56193,5.34437,5.44217,1.52606
5.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00003,0.00134645,5.0,4.99997,-1.52164e-06,4.99999,-0.000126278,-2.07747e-06,-2.97101e-06,4.99999,5.00005,0.00080766,5.00003,4.99998,5.72753e-07,4.99867,4.99995,4.99998,1.41861e-05,7.22384e-05,4.99997,-7.25463e-05,4.99994,4.16909e-05,4.99797,4.99881,8.61242e-05,4.99992,-0.37435,1.55538,5.34436,5.44217,1.52205
5.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.00002,0.00125029,4.99998,4.99998,-1.07268e-06,5.00001,-0.000115562,1.49328e-06,1.19146e-07,5.00001,5.00004,0.000763488,5.00002,4.99999,3.30469e-07,4.99892,4.99996,4.99999,1.08293e-05,5.60316e-05,4.99997,-6.79992e-05,4.99996,4.05674e-05,4.99844,4.99909,7.48526e-05,4.99993,-0.372256,1.54968,5.34436,5.44217,1.51843
5.3e-09,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.00116043,4.99996,4.99999,-3.81696e-07,5.00004,-0.000104976,4.38398e-06,2.94246e-06,5.00003,5.00002,0.000721541,5.00001,5.0,3.40296e-07,4.99915,4.99998,4.99999,7.68835e-06,4.14549e-05,4.99998,-6.35276e-05,4.99998,3.96957e-05,4.99887,4.99934,6.49216e-05,4.99994,-0.370188,1.54416,5.34437,5.44217,1.5149
5.4e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.00107371,4.99994,5.0,2.6727e-07,5.00006,-9.49324e-05,6.84248e-06,5.38942e-06,5.00005,5.0,0.000680825,5.0,5.0,3.60221e-07,4.99936,5.0,5.0,4.79593e-06,2.79516e-05,4.99998,-5.92413e-05,5.0,3.87875e-05,4.99927,4.99957,5.56238e-05,4.99996,-0.36815,1.5388,5.34437,5.44217,1.51146
5.5e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.00101981,4.99995,5.0,4.75489e-07,5.00005,-9.0585e-05,4.76711e-06,3.88851e-06,5.00004,4.99999,0.000653026,5.0,5.00001,4.86081e-07,4.99939,5.00001,5.00001,4.51019e-06,2.57096e-05,4.99998,-5.68994e-05,5.0,3.74977e-05,4.99933,4.9996,5.29689e-05,4.99996,-0.366422,1.53523,5.34437,5.44217,1.50893
5.6e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.000965921,4.99997,5.00001,6.83708e-07,5.00004,-8.62375e-05,2.69173e-06,2.38761e-06,5.00004,4.99999,0.000625226,5.0,5.00001,6.1194e-07,4.99943,5.00001,5.00001,4.22444e-06,2.34677e-05,4.99998,-5.45574e-05,5.00001,3.62079e-05,4.99938,4.99964,5.03139e-05,4.99996,-0.364694,1.53165,5.34437,5.44217,1.50639
5.7e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.000912028,4.99998,5.00001,8.91926e-07,5.00003,-8.18901e-05,6.16362e-07,8.86704e-07,5.00003,4.99998,0.000597426,5.0,5.00002,7.37799e-07,4.99946,5.00002,5.00002,3.9387e-06,2.12257e-05,4.99998,-5.22154e-05,5.00001,3.49181e-05,4.99944,4.99967,4.7659e-05,4.99996,-0.362967,1.52807,5.34437,5.44217,1.50387
5.8e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.000858135,5.0,5.00001,1.10014e-06,5.00002,-7.75426e-05,-1.45901e-06,-6.14201e-07,5.00002,4.99998,0.000569627,4.99999,5.00002,8.63659e-07,4.9995,5.00002,5.00002,3.65295e-06,1.89837e-05,4.99998,-4.98735e-05,5.00001,3.36283e-05,4.99949,4.9997,4.5004e-05,4.99996,-0.361239,1.52449,5.34437,5.44217,1.50133
5.9e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99996,0.000804242,5.00001,5.00002,1.30836e-06,5.00001,-7.31952e-05,-3.53438e-06,-2.11511e-06,5.00001,4.99997,0.000541827,4.99999,5.00002,9.89518e-07,4.99953,5.00003,5.00003,3.36721e-06,1.67417e-05,4.99998,-4.75315e-05,5.00002,3.23385e-05,4.99955,4.99973,4.23491e-05,4.99996,-0.359511,1.52091,5.34437,5.44217,1.4988
6e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.000761669,5.00002,5.00002,1.2482e-06,5.0,-6.93752e-05,-4.14256e-06,-2.59565e-06,5.0,4.99997,0.000519087,4.99999,5.00002,9.21274e-07,4.99957,5.00003,5.00003,3.04559e-06,1.46737e-05,4.99998,-4.54981e-05,5.00002,3.12427e-05,4.9996,4.99977,4.00356e-05,4.99996,-0.357888,1.51771,5.34437,5.44217,1.49651
6.1e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99997,0.00072672,5.00002,5.00001,1.00726e-06,4.99999,-6.59106e-05,-3.76238e-06,-2.38885e-06,4.99999,4.99998,0.000499756,5.0,5.00002,7.22275e-07,4.9996,5.00002,5.00003,2.69981e-06,1.27228e-05,4.99999,-4.36726e-05,5.00001,3.02775e-05,4.99965,4.9998,3.79522e-05,4.99996,-0.356334,1.51477,5.34437,5.44217,1.49436
6.2e-09,5.0,0.0,0.0,5.0,5.0,0.0,4.99998,0.000691771,5.00003,5.00001,7.66311e-07,4.99999,-6.24461e-05,-3.3822e-06,-2.18205e-06,4.99999,4.99998,0.000480424,5.0,5.00002,5.23276e-07,4.99963,5.00002,5.00002,2.35403e-06,1.07719e-05,4.99999,-4.18471e-05,5.00001,2.93124e-05,4.9997,4.99983,3.58687e-05,4.99996,-0.354781,1.51182,5.34437,5.44217,1.49222
