"time","displacement","force","displacement2","strain","sample#"
"11:02:48",-1.36543084283402000000,-44.19140252668090000000,0.13884458811091000000,911.95699757451400000000,8228
"11:02:52",-1.33124394403506000000,-41.47887303311090000000,0.13597733926338900000,900.75001510634400000000,8229
"11:02:56",-1.29675180506824000000,-38.83348535868860000000,0.13326507684005800000,878.33683062458000000000,8230
"11:03:00",-1.26103870543004000000,-36.20824023001070000000,0.13047532120463200000,883.94002919102900000000,8231
"11:03:04",-1.22624132629538000000,-33.69042201196930000000,0.12784055199339700000,878.33683062458000000000,8232
"11:03:08",-1.19266490783211000000,-31.25317397690510000000,0.12551575563054200000,883.94002919102900000000,8233
"11:03:12",-1.15542560735466000000,-28.86292521524440000000,0.12295847963140100000,867.13062859286800000000,8234
"11:03:16",-1.12093346838785000000,-26.56667500039060000000,0.12109864254111700000,872.73369709223600000000,8235
"11:03:20",-1.08583084908534000000,-24.33756660468450000000,0.11877384617826200000,883.94002919102900000000,8236
"11:03:24",-1.05072822978283000000,-22.19574257387060000000,0.11652654302750200000,867.13062859286800000000,8237
"11:03:28",-1.01623609081602000000,-20.13448872603400000000,0.11466670593721800000,872.73369709223600000000,8238
"11:03:32",-0.98204919201705800000,-18.09337742394170000000,0.11257438921064900000,850.32181328129000000000,8239
"11:03:36",-0.94725181288239700000,-16.18654976014500000000,0.11048207248407900000,872.73369709223600000000,8240
"11:03:40",-0.91245443374773600000,-14.28643627826300000000,0.10854474218170000000,850.32181328129000000000,8241
"11:03:44",-0.87765705461307400000,-12.45346461552880000000,0.10637493224303500000,861.52762512534200000000,8242
"11:03:48",-0.84224919514271700000,-10.71449149960150000000,0.10436010872856100000,855.92468668852700000000,8243
"11:03:52",-0.80714657584020800000,-8.97551838367423000000,0.10234528521408700000,855.92468668852700000000,8244
"11:03:56",-0.77265443687339500000,-7.32382963263903000000,0.09986550242704170000,833.51358322572600000000,8245
"11:04:00",-0.73846753807443000000,-5.79971033798459000000,0.09777318570047220000,872.73369709223600000000,8246
"11:04:04",-0.70367015893976800000,-4.24873431567104000000,0.09614582824647360000,867.13062859286800000000,8247
"11:04:08",-0.66948326014080300000,-2.83204193165304000000,0.09397601830780900000,844.71900490249900000000,8248
"11:04:12",-0.63468588100614200000,-1.42206372954982000000,0.09165122194495390000,816.70593839561100000000,8249
"11:04:16",-0.60110946254287200000,-0.06579898276481720000,0.08986887806676510000,844.71900490249900000000,8250
"11:04:20",-0.58737365498971600000,0.24305338531493600000,0.08878397309743280000,850.32181328129000000000,8251
"11:04:24",-0.58706841482186800000,0.13562647467850000000,0.08839650703695690000,805.50116695235700000000,8252
"11:04:28",-0.58737365498971600000,0.07519883744550500000,0.08839650703695690000,867.13062859286800000000,8253
"11:04:32",-0.58767889515756400000,0.05505629170117330000,0.08847400024905210000,855.92468668852700000000,8254
"11:04:36",-0.58706841482186800000,0.02148538212728700000,0.08847400024905210000,861.52762512534200000000,8255
"11:04:40",-0.58645793448617300000,0.00134283638295529000,0.08831901382486170000,855.92468668852700000000,8256
"11:04:44",-0.58737365498971600000,-0.03894225510570820000,0.08831901382486170000,900.75001510634400000000,8257
"11:04:48",-0.58645793448617300000,-0.04565643702048540000,0.08847400024905210000,872.73369709223600000000,8258
"11:04:52",-0.58676317465402100000,-0.06579898276481720000,0.08816402740067140000,867.13062859286800000000,8259
"11:04:56",-0.58584745415047700000,-0.10608407425348000000,0.08839650703695690000,867.13062859286800000000,8260
"11:05:00",-0.58645793448617300000,-0.11951243808303500000,0.08839650703695690000,895.14662143078000000000,8261
"11:05:04",-0.58676317465402100000,-0.13294080191258900000,0.08824152061276660000,878.33683062458000000000,8262
"11:05:08",-0.58584745415047700000,-0.11279825616825800000,0.08808653418857630000,900.75001510634400000000,8263
"11:05:12",-0.58737365498971600000,-0.14636916574214400000,0.08800904097648110000,889.54329279271900000000,8264
"11:05:16",-0.58615269431832500000,-0.14636916574214400000,0.08824152061276660000,878.33683062458000000000,8265
"11:05:20",-0.58676317465402100000,-0.18665425723080700000,0.08793154776438590000,872.73369709223600000000,8266
"11:05:24",-0.58706841482186800000,-0.18665425723080700000,0.08808653418857630000,895.14662143078000000000,8267
"11:05:28",-0.58584745415047700000,-0.17322589340125300000,0.08831901382486170000,861.52762512534200000000,8268
"11:05:32",-0.58645793448617300000,-0.17322589340125300000,0.08824152061276660000,855.92468668852700000000,8269
"11:05:36",-0.58828937549326000000,-0.20679680297513900000,0.08800904097648110000,872.73369709223600000000,8270
"11:05:40",-0.58706841482186800000,-0.20679680297513900000,0.08785405455229070000,895.14662143078000000000,8271
"11:05:44",-0.58676317465402100000,-0.22693934871947100000,0.08808653418857630000,867.13062859286800000000,8272
"11:05:48",-0.58767889515756400000,-0.23365353063424800000,0.08800904097648110000,872.73369709223600000000,8273
"11:05:52",-0.58584745415047700000,-0.20008262106036200000,0.08816402740067140000,911.95699757451400000000,8274
"11:05:56",-0.58615269431832500000,-0.22693934871947100000,0.08816402740067140000,906.35347382054500000000,8275
"11:06:00",-0.58584745415047700000,-0.22022516680469400000,0.08808653418857630000,911.95699757451400000000,8276
"11:06:04",-0.58676317465402100000,-0.24036771254902500000,0.08816402740067140000,917.56058636938400000000,8277
